"","schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Corporal.punishment_White","Corporal.punishment_Black","Corporal.punishment_Hispanic","Corporal.punishment_tot_dis","in.school.suspensions_White","in.school.suspensions_Black","in.school.suspensions_Hispanic","in.school.suspensions_tot_dis","only.one.out.of.school_White","only.one.out.of.school_Black","only.one.out.of.school_Hispanic","only.one.out.of.school_tot_dis","more.than.one.out.of.school_White","more.than.one.out.of.school_Black","more.than.one.out.of.school_Hispanic","more.than.one.out.of.school_tot_dis","Expulsions_White","Expulsions_Black","Expulsions_Hispanic","Expulsions_tot_dis","Transferred_White","Transferred_Black","Transferred_Hispanic","Transferred_tot_dis","Referral_White","Referral_Black","Referral_Hispanic","Referral_tot_dis","arrest_White","arrest_Black","arrest_Hispanic","arrest_tot_dis","Black_num","Hispanic_num","White_num","tot_OSSsus","tot_OSSRate","tot_ISSsus","tot_ISSRate","white_OSS_rate","black_OSS_rate","hispanic_OSS_rate","white_ISS_rate","black_ISS_rate","hispanic_ISS_rate","zeroISS","issP","zeroOSS"
"1","academy360","CO","schooldistrictno.1inthecountyofdenverandstateofc",226,0.4,0.4,0,31,53.5,10.6,4,28.8,7.1,0.4,80239,0,6592,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"ACADEMY 360",1,67,0.200590601521163,1,30,0,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,121,24,2,0.00930232558139535,7,0.0325581395348837,0,0.0142857142857143,0.00826446280991736,0,0.0857142857142857,0.00826446280991736,"nonZero",0.647695085082484,"nonZero"
"2","achievelanguageacademy","MN","achievelanguageacademy",455,0.7,33,1,13,40,10.3,3.1,50.1,10.5,0,55119,0,2608,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"ACHIEVE LANGUAGE ACADEMY",1,48.2,0.697709492627023,1,119,0,0,0,0,0,4,0,3,0,11,9,4,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,182,47,30,0.104166666666667,4,0.0138888888888889,0,0.23728813559322,0.0879120879120879,0,0.0677966101694915,0,"nonZero",0.478794849246445,"nonZero"
"3","acornmontessoricharterschool","AZ","acornmontessoricharterschool",328,1.8,0,0.6,0.3,38.4,57,1.8,3,11.9,2.7,86314,1,2227,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,"Acorn Montessori Charter School",1,68.9,-2.12516985119428,1,118,0,0,0,0,3,0,1,NA,2,0,3,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,126,187,6,0.0191082802547771,4,0.0127388535031847,0.0160427807486631,0,0.0238095238095238,0.0160427807486631,0,0.00793650793650794,"nonZero",0.623171060871614,"nonZero"
"4","acornmontessoricharterschoolinc.-west","AZ","acornmontessoricharterschool",117,1.7,0,2.6,0,7.7,86,2.6,0,2.6,6,86314,1,2576,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Acorn Montessori Charter School  Inc. - West",1,64.2,0.55202374060554,1,125,0,0,0,0,3,0,0,NA,1,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,9,101,2,0.0181818181818182,3,0.0272727272727273,0.0198019801980198,NA,0,0.0297029702970297,NA,0,"nonZero",0.739280789089693,"nonZero"
"5","alfredg.zanettimontessorimagnetschool","MA","springfield",434,0,0,0,24.9,50.9,20.7,3.5,2.5,4.6,8.3,1104,1,1809,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Alfred G. Zanetti Montessori Magnet School",1,38.5,1.97592795467955,1,5,0,0,0,0,0,0,5,NA,0,0,4,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,108,221,90,5,0.0119331742243437,5,0.0119331742243437,0,0,0.0226244343891403,0,0,0.0226244343891403,"nonZero",0.607915223724422,"nonZero"
"6","aliefmontessoricommunityschool","TX","aliefmontessoricommunityschool",279,0,41.9,0,13.6,38.7,5,0.7,83.2,8,0,77072,1,7914,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"ALIEF MONTESSORI COMMUNITY SCHOOL",1,29.5,0.518017544269748,1,8,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,38,108,14,0,0,0,0,0,0,0,0,0,0,"zero",0.683157792141458,"zero"
"7","allenelementaryschool","MI","southgatecommunityschooldistrict",338,0.3,3,0,7.1,11.2,76.6,1.8,4.7,14.2,0,48195,0,295,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Allen Elementary School",1,47.6,-1.35000104125767,1,120,0,0,0,0,2,1,0,1,9,1,1,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,259,15,0.0467289719626168,3,0.00934579439252336,0.0501930501930502,0.0416666666666667,0.0263157894736842,0.00772200772200772,0.0416666666666667,0,"nonZero",0.304413092283623,"nonZero"
"8","alphainternationalacademy","FL","broward",83,0,0,0,60.2,27.7,12,0,31.3,9.6,0,33020,0,8155,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"ALPHA INTERNATIONAL ACADEMY",1,86.8,-1.10940617522162,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,10,0,0,0,0,0,0,0,0,0,0,"zero",0.632321410235906,"zero"
"9","americanindianmagnetschool","MN","st.paulpublicschooldistrict",644,14.9,30,0,16.8,19.4,5.4,13.5,29.7,17.9,2.5,55106,0,2303,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"AMERICAN INDIAN MAGNET SCHOOL",1,84.6,-0.742560964833567,1,11,0,0,0,0,0,1,0,0,4,8,8,6,1,27,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,125,35,57,0.212686567164179,1,0.00373134328358209,0.142857142857143,0.324074074074074,0.136,0,0.00925925925925926,0,"nonZero",0.237100245431792,"nonZero"
"10","americanmontessoriacademyelementary","MI","americanmontessoriacademy",220,0.9,2.7,0,56.4,0,40,0,3.6,5.9,0,48154,1,1763,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"American Montessori Academy Elementary",1,62.3,0.808874926948889,1,24,0,0,0,0,0,0,0,NA,4,4,0,NA,2,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,124,0,88,12,0.0566037735849057,0,0,0.0681818181818182,0.0483870967741935,NA,0,0,NA,"zero",0.680126416376841,"nonZero"
"11","atlanticmontessoricharterschool","FL","broward",122,0,2.5,0,39.3,48.4,9,0.8,21.3,4.1,2,33024,1,8151,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"ATLANTIC MONTESSORI CHARTER SCHOOL",1,35,-0.558230250315916,1,33,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,48,59,11,0,0,0,0,0,0,0,0,0,0,"zero",0.784702063430761,"zero"
"12","atlanticmontessoricharterschoolwestcampus","FL","broward",148,0.7,0,0.7,14.9,64.2,14.9,4.7,20.3,10.8,2.7,33325,1,8462,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS",1,27.7,-0.542223930325777,1,36,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,95,22,0,0,0,0,0,0,0,0,0,0,"zero",0.710801421760316,"zero"
"13","atwaterelementary","WI","shorewoodschooldistrict",545,0,13,0,8.3,8.6,66.2,3.9,13.8,9.5,0.6,53211,0,1809,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Atwater Elementary",1,15.4,-1.23959377850128,1,83,0,0,0,0,1,1,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,361,4,0.00883002207505519,2,0.00441501103752759,0.00554016620498615,0.0222222222222222,0.0212765957446809,0.00277008310249307,0.0222222222222222,0,"nonZero",0.279518706806797,"nonZero"
"14","austindiscoverysch","TX","austindiscoveryschool",524,0.4,1,0,1.5,25.2,66.4,5.5,1.9,8.8,14.1,78724,0,11056,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"AUSTIN DISCOVERY SCH",1,24.8,2.06800326404635,1,115,0,0,0,0,21,0,7,1,1,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,132,348,8,0.0163934426229508,28,0.0573770491803279,0.014367816091954,0,0.0227272727272727,0.0603448275862069,0,0.053030303030303,"nonZero",0.38912807918837,"nonZero"
"15","austinmontessorimagnet","TX","ectorcountyisd",449,0.4,0.9,0,2,76.4,18.9,1.3,12.9,7.1,0.7,79761,1,1567,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"AUSTIN MONTESSORI MAGNET",1,38.3,-0.789475851237297,1,45,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,343,85,0,0,0,0,0,0,0,0,0,0,"zero",0.610726686691597,"zero"
"16","avantgardeacademyofbroward","FL","broward",127,0,2,0,15,51.2,28,4,14.2,7.9,7,33020,0,8361,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"AVANT GARDE ACADEMY OF BROWARD",1,50.8,-2.14287983428108,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,65,36,0,0,0,0,0,0,0,0,0,0,"zero",0.632493984776114,"zero"
"17","barronareamontessorischool","WI","barronareaschooldistrict",71,1,3,0,7,4.2,83.1,1.4,7,8.5,0,54812,1,2717,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Barron Area Montessori School",1,56,1.34410586400761,1,54,0,0,0,0,1,0,0,NA,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,3,59,1,0.0149253731343284,1,0.0149253731343284,0.0169491525423729,0,0,0.0169491525423729,0,0,"nonZero",0.661295893492354,"nonZero"
"18","battlecreekmontessoriacademy","MI","battlecreekmontessoriacademy",182,0.5,1.6,0,12.6,7.1,63.2,14.8,4,0,0,49037,1,8473,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Battle Creek Montessori Academy",1,82.1,2.19748537152431,1,61,0,0,0,0,0,0,0,NA,1,2,0,NA,2,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,23,13,115,8,0.0529801324503311,0,0,0.0260869565217391,0.217391304347826,0,0,0,0,"zero",0.781092152114647,"nonZero"
"19","bayouchicotelementaryschool","LA","evangelineparish",736,0,0,0.1,8.7,1.1,88.9,1.2,0,10.6,1,70586,0,471,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Bayou Chicot Elementary School",1,69.1,-1.2902744158673,1,38,0,0,0,0,35,6,0,5,10,0,0,2,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,654,19,0.0261707988980716,41,0.0564738292011019,0.0259938837920489,0.03125,0,0.0535168195718654,0.09375,0,"nonZero",0.2470187588048,"nonZero"
"20","bayviewmontessorischool","WI","milwaukeeschooldistrict",282,0.4,2.1,0.7,3.2,20.6,66.3,6.7,0,10.6,2.1,53207,1,2911,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Bay View Montessori School",1,27.7,-0.958471866392885,1,69,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,58,187,1,0.00393700787401575,0,0,0,0,0.0172413793103448,0,0,0,"zero",0.506378642870625,"nonZero"
"21","beachsidemontessorivillage","FL","broward",790,0,2,0,9.1,28.5,54,5,4.2,10.5,2,33020,1,7843,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"BEACHSIDE MONTESSORI VILLAGE",1,30.8,0.238612141959872,1,72,0,0,0,0,11,4,4,NA,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,72,225,427,1,0.00138121546961326,19,0.0262430939226519,0.00234192037470726,0,0,0.0257611241217799,0.0555555555555556,0.0177777777777778,"nonZero",0.335006781372929,"nonZero"
"22","belfairmontessorischool","LA","eastbatonrougeparish",330,0.3,2.7,0,81.8,7.6,7.6,0,2.1,4.5,1.5,70802,1,350,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Belfair Montessori School",1,75.2,1.22302680521045,1,85,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,270,25,25,0,0,0,0,0,0,0,0,0,0,"zero",0.618419479785542,"zero"
"23","bellamentemontessoriacademy","CA","bellamentemontessoriacademy",626,0.3,3.4,0,3.4,38.7,45.8,8.5,14.2,10.9,1.8,92083,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Aloha Elementary",1,86.7,-1.52282931684782,1,89,0,0,0,0,1,0,0,NA,2,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,21,242,287,3,0.00545454545454545,1,0.00181818181818182,0.00696864111498258,0.0476190476190476,0,0.00348432055749129,0,0,"nonZero",0.575278172033307,"nonZero"
"24","bengamlacharterschool","FL","broward",539,0,0,0,2.6,36,61,0,33,6.5,3,33020,0,6981,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"BEN GAMLA CHARTER SCHOOL",1,49.9,-1.21702172125568,1,53,0,0,0,0,15,1,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,194,329,5,0.00931098696461825,21,0.0391061452513966,0.0151975683890578,0,0,0.0455927051671733,0.0714285714285714,0.0257731958762887,"nonZero",0.473074267819524,"nonZero"
"25","bengamlacharterschoolnorthcampus","FL","broward",114,0,0,1,2.6,34.2,60,3,45.6,4.4,1,33020,0,7858,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS",1,37.7,0.024251032345175,1,27,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,68,0,0,4,0.0363636363636364,0,0,0,0.0588235294117647,0,0,"nonZero",0.623885407744877,"zero"
"26","bennettparkmontessorischool","NY","buffalocityschooldistrict",793,0.1,1.3,0,61.9,10.2,20.1,6.3,1.5,23,2.8,14204,1,316,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"BENNETT PARK MONTESSORI SCHOOL",1,66.4,-2.08597287028907,1,101,0,0,0,0,0,0,0,NA,3,6,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,491,81,159,10,0.0136798905608755,0,0,0.0188679245283019,0.0122199592668024,0.0123456790123457,0,0,0,"zero",0.234498947048764,"nonZero"
"27","betancesearlyreadinglabmagnetschool","CT","hartfordschooldistrict",384,1,24,0.5,21.9,40.4,10.4,1.8,18,10.4,1.6,6106,0,1192,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"Betances Early Reading Lab Magnet School",1,49.5,-0.784360250280439,1,78,0,0,0,0,1,1,3,2,0,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,155,40,6,0.021505376344086,5,0.017921146953405,0,0.0238095238095238,0.0258064516129032,0.025,0.0119047619047619,0.0193548387096774,"nonZero",0.400485158650813,"nonZero"
"28","bethunemarymelementaryschool","FL","broward",523,0,0,0,77.8,14.9,5,2,5.5,9.6,1,33020,0,166,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"BETHUNE MARY M ELEMENTARY SCHOOL",1,96.2,-1.15152659862091,1,4,0,0,0,0,1,7,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,78,26,2,0.00391389432485323,9,0.0176125244618395,0,0.00491400491400491,0,0.0384615384615385,0.0171990171990172,0.0128205128205128,"nonZero",0.382492245074083,"nonZero"
"29","birchwoodpublicmontessori","WI","birchwoodschooldistrict",42,0,0,0,0,10,90.5,0,0,14.3,0,54817,1,2937,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Birchwood Public Montessori",1,62.5,1.43255307218305,1,108,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,38,0,0,0,0,0,NA,0,0,NA,0,"zero",0.596959858724991,"zero"
"30","bluffviewmontessori","MN","bluffviewmontessori",210,0,2.4,0,6.2,2.9,88.6,0,2.9,10,7.6,55987,1,18,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"BLUFFVIEW MONTESSORI",1,28.2,2.32184936983547,1,112,0,0,0,0,25,0,1,NA,4,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13,6,186,5,0.024390243902439,26,0.126829268292683,0.0268817204301075,0,0,0.134408602150538,0,0.166666666666667,"nonZero",0.556919524415181,"nonZero"
"31","bramlettesteamacademy","TX","longviewisd",453,0.7,0.2,0,45.9,36.2,13.9,3.1,23,10.6,3.8,75601,0,13615,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"BRAMLETTE STEAM ACADEMY",1,81.2,-0.0485200319644559,1,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,164,63,0,0,4,0.00919540229885057,0,0,0,0,0.0192307692307692,0,"nonZero",0.507178151959542,"zero"
"32","branchlineschool","MI","branchlineschool",134,0,0,1,11.9,2,86,0,1.5,8.2,0,48154,0,8555,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Branch Line School",1,32.8,1.38043543359321,1,16,0,0,0,0,0,0,0,0,8,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,115,18,0.134328358208955,0,0,0.0869565217391304,0.5,0,0,0,0,"zero",0.477549433176839,"nonZero"
"33","brandeiselementary","KY","jeffersoncounty",558,0.4,19.2,0.2,45.5,3.4,26.7,4.7,11.6,6.1,2.9,40211,0,742,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Brandeis Elementary",1,39.4,0.211871532280985,1,79,0,0,0,0,2,18,0,4,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,19,149,4,0.00947867298578199,20,0.0473933649289099,0.00671140939597315,0.0118110236220472,0,0.0134228187919463,0.0708661417322835,0,"nonZero",0.326961703014461,"nonZero"
"34","breakthroughmagnetschoolsouth","CT","hartfordschooldistrict",359,0.3,7,0,22.3,48.7,17.5,4.2,12.5,14.2,0,6106,0,1369,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Breakthrough Magnet School, South",1,51.4,0.28178436961469,1,46,0,0,0,0,2,6,4,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,175,63,6,0.0188679245283019,12,0.0377358490566038,0,0.05,0.0114285714285714,0.0317460317460317,0.075,0.0228571428571429,"nonZero",0.362231141907989,"nonZero"
"35","brookviewelemschool","IL","rockfordsd205",497,0.2,7.8,0.6,13.1,13.5,56.9,7.8,13.3,10.3,5.4,61107,0,3557,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Brookview Elem School",1,37.8,-2.50169480641294,1,58,0,0,0,0,1,1,2,2,2,2,0,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,67,283,8,0.0192771084337349,4,0.00963855421686747,0.0176678445229682,0.0307692307692308,0.0149253731343284,0.00353356890459364,0.0153846153846154,0.0298507462686567,"nonZero",0.318130071606974,"nonZero"
"36","buchananelementaryschool1","LA","eastbatonrougeparish",388,0.3,13.1,1,77.1,1,7,0.3,1,12.9,4.1,70802,0,358,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Buchanan Elementary School",1,71.7,-1.3709776005094,1,81,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,4,27,0,0,17,0.0515151515151515,0,0,0,0,0.0568561872909699,0,"nonZero",0.360072458014942,"zero"
"37","burdickelementary","WI","milwaukeeschooldistrict",631,1,3.3,0.3,9.5,30.7,52.1,3,2.4,13.3,2.2,53207,0,1136,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Burdick Elementary",1,53.3,-1.25760937523401,1,93,0,0,0,0,0,0,0,0,3,2,6,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,194,329,18,0.0308747855917667,0,0,0.0151975683890578,0.05,0.0515463917525773,0,0,0,"zero",0.286341653119365,"nonZero"
"38","canerunelementary","KY","jeffersoncounty",410,0,0.5,0,81,2.9,10.2,5.4,0,14.9,1.7,40211,0,624,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Cane Run Elementary",1,92.9,-0.698408515724788,1,66,0,0,0,0,7,88,0,20,4,34,0,3,4,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,12,42,71,0.183937823834197,95,0.246113989637306,0.19047619047619,0.189759036144578,0,0.166666666666667,0.265060240963855,0,"nonZero",0.31335191711946,"nonZero"
"39","canyonviewprepacademy","AZ","parkviewschoolinc.",118,0.8,0,0,0.8,21.2,74,3.4,0,17.8,5.9,86314,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,NA,1,56.4,-2.16056203914417,1,40,0,0,0,0,14,0,8,1,16,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,87,27,0.238938053097345,22,0.194690265486726,0.206896551724138,0,0.36,0.160919540229885,0,0.32,"nonZero",0.404900095383422,"nonZero"
"40","casaesperanzamontessoricharterschool","NC","casaesperanzamontessori",508,0,5.5,0,17.9,35.4,38,3.5,6.9,6.3,1,27616,1,2681,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Casa Esperanza Montessori Charter School",1,6,1.8669721026202,1,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,91,180,193,0,0,0,0,0,0,0,0,0,0,"zero",0.583571435060096,"zero"
"41","casitacenterforscience/math/technology","CA","vistaunified",583,0,4.1,0,1.4,54.5,33.4,6,14.6,11.7,2,92083,0,6816,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Casita Center for Science/Math/Technology",1,50.5,-2.70165588336086,1,103,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,318,195,0,0,3,0.00575815738963532,0,0,0,0.0102564102564103,0,0.00314465408805031,"nonZero",0.331216594581633,"zero"
"42","centralmontessorielementary","MN","forestlakepublicschooldistrict",188,0,0.5,0,1.6,5.9,85.1,6.9,1.1,10.6,0.5,55025,1,1757,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"CENTRAL MONTESSORI  ELEMENTARY",1,33.3,-0.353430670272691,1,2,0,0,0,0,1,0,0,NA,6,0,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,11,160,8,0.0459770114942529,1,0.00574712643678161,0.05,0,0,0.00625,0,0,"nonZero",0.504479115353448,"nonZero"
"43","championshipacademyofdistinctionatdavie","FL","broward",592,0.7,2.4,0.2,15,68.1,12,2,15,3.4,1,33024,0,7977,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE",1,58.5,-1.30734049566799,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,403,71,0,0,0,0,0,0,0,0,0,0,"zero",0.605426208845825,"zero"
"44","charlevoixmontessoriacademyforthearts","MI","charlevoixmontessoriacademyforthearts",46,6.5,0,0,2.2,6,84.8,0,0,34.8,0,53205,1,486,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Charlevoix Montessori Academy for the Arts",1,78.3,1.22223834462203,1,3,0,0,0,0,3,1,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,3,39,0,0,4,0.0930232558139535,0,0,0,0.0769230769230769,1,0,"nonZero",0.267848333461758,"zero"
"45","chartermontessorivalleyviewcampus","CA","buckeyeunionelementaryschooldistrict",521,1,7.5,0.2,0.8,13.4,71.4,5.8,1.9,12.1,2.1,95762,1,10767,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Charter Montessori Valley View Campus",1,15.9,-0.7075046186549,1,4,0,0,0,0,1,0,0,NA,1,0,0,NA,4,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,70,372,6,0.0134529147982063,1,0.00224215246636771,0.0134408602150538,0,0.0142857142857143,0.00268817204301075,0,0,"nonZero",0.43938561592928,"nonZero"
"46","charterschoolofexcellenceatdavie","FL","broward",314,0.3,1.9,0.3,49,27.4,18,3.5,8.6,3.2,1,33024,0,7476,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"CHARTER SCHOOL OF EXCELLENCE AT DAVIE",1,77.4,-1.23250493806075,1,67,0,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,86,57,10,0.0336700336700337,0,0,0.0175438596491228,0.025974025974026,0.0581395348837209,0,0,0,"zero",0.642012696194042,"nonZero"
"47","citygardenmontessorischool","MO","citygardenmontessori",281,0,0,1,41.6,4.3,48.8,4,0,11,2,63110,1,3101,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"CITY GARDEN MONTESSORI SCHOOL",1,39.6,2.48269213528144,1,6,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,117,12,137,0,0,0,0,0,0,0,0,0,0,"zero",0.56140123044336,"zero"
"48","clarkmontessorihighschool","OH","cincinnaticity",708,0,1.7,0,48.4,1.6,39.8,8.5,0.6,28.4,10.7,45208,1,4331,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,"Clark Montessori High School",1,32.9,-4.09278031245129,1,7,0,0,0,0,3,20,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,343,11,282,0,0,24,0.0377358490566038,0,0,0,0.0106382978723404,0.0583090379008746,0.0909090909090909,"nonZero",0.154856134556356,"zero"
